Identyfikator zbioru danych;Organ zgłaszający;TERYT;Usługa pobierania;01.01.1900
PL.PZGiK.1;Starosta Powiatu Krakowskiego;1206;https://wms.powiat.krakow.pl:1518/iip/ows;10-02-2025
PL.PZGiK.2;Prezydent Miasta Piekary Śląskie;2471;https://wms.sip.piekary.pl/piekary-egib;10-02-2025
PL.PZGiK.3;Prezydent Miasta Białegostoku;2061;https://webewid-wms.um.bialystok.pl/iip/ows;10-02-2025
PL.PZGiK.4;Starosta Milicki;0213;https://milicki-wms.webewid.pl/iip/ows;10-02-2025
PL.PZGiK.5;Starosta Bielski;2402;https://bielski-ows.webewid.pl/iip/ows;10-02-2025
PL.PZGiK.6;Starosta Powiatu Trzebnickiego;0220;https://trzebnicki-wms.webewid.pl/iip/ows;10-02-2025
PL.PZGiK.7;Starosta Powiatu Mieleckiego;1811;https://mielec.geoportal2.pl/map/geoportal/wfs.php;10-02-2025
PL.PZGiK.8;Starosta Powiatu Gnieźnieńskiego;3003;https://wms.geodezjagniezno.pl/gniezno-egib;10-02-2025
PL.PZGiK.9;Starosta Wrzesiński;3030;https://wms.wrzesnia.powiat.pl/wrzesnia-egib;10-02-2025
PL.PZGiK.10;Prezydent Miasta Stołecznego Warszawy;1465;https://wms2.um.warszawa.pl/geoserver/wfs/wfs;10-02-2025
PL.PZGiK.11;Starosta Zielonogórski;0809;https://giportal.powiat-zielonogorski.pl/zielonagora-egib;10-02-2025
PL.PZGiK.12;Starosta Powiatu Żuromińskiego;1437;https://zuromin-powiat.geoportal2.pl/map/geoportal/wfs.php;10-02-2025
PL.PZGiK.13;Starosta Namysłowski;1606;https://iegib.namyslow.pl/cgi-bin/namyslow-egib;10-02-2025
PL.PZGiK.14;Starosta Cieszyński;2403;https://cieszyn.geoportal2.pl/map/geoportal/wfs.php;10-02-2025
PL.PZGiK.15;Burmistrz Gminy Kęty;121304;https://kety.geoportal2.pl/map/geoportal/wfs.php;10-02-2025
PL.PZGiK.16;Starosta Powiatu Białostockiego;2002;https://bialystok.geoportal2.pl/map/geoportal/wfs.php;10-02-2025
PL.PZGiK.17;Starosta Powiatu Buskiego;2601;https://geodezja.powiat.busko.pl/map/geoportal/wfs.php;10-02-2025
PL.PZGiK.18;Prezydent Miasta Włocławek;0464;https://geoportal.wloclawek.eu/map/geoportal/wfs.php;10-02-2025
PL.PZGiK.19;Starosta Świebodziński;0808;https://giportal2.powiat.swiebodzin.pl/swiebodzin-egib;10-02-2025
PL.PZGiK.20;Starosta Polkowicki;0216;https://polkowicki-wms.webewid.pl/iip/ows;10-02-2025
PL.PZGiK.21;Prezydent Miasta Ruda Śląska;2472;https://rudaslaska.geoportal2.pl/map/geoportal/wfse.php;10-02-2025
PL.PZGiK.22;Starosta Powiatu Pilskiego;3019;https://ikerg.powiat.pila.pl/cgi-bin/pila-egib;10-02-2025
PL.PZGiK.23;Prezydent Miasta Opola;1661;https://wms.um.opole.pl/opole-egib;10-02-2025
PL.PZGiK.24;Starosta Powiatu Lubaczowskiego;1809;https://lubaczow.geoportal2.pl/map/geoportal/wfse.php;01.01.1900
PL.PZGiK.25;Starosta Powiatu Sanockiego;1817;https://sanocki.webewid.pl:8443/iip/ows;10-02-2025
PL.PZGiK.26;Starosta Powiatu Przeworskiego;1814;https://sip.powiatprzeworsk.pl:4443/iip/ows;10-02-2025
PL.PZGiK.27;Starosta Powiatu Brzozowskiego;1802;https://brzozowski.webewid.pl:4443/iip/ows;10-02-2025
PL.PZGiK.28;Starosta Powiatu Brzeskiego;1601;https://imapa.brzeg-powiat.pl/brzeg-egib;10-02-2025
PL.PZGiK.29;Starosta Powiatu Krapkowickiego;1605;https://ikerg.powiatkrapkowicki.pl/krapkowice-egib;01.01.1900
PL.PZGiK.30;Starosta Powiatu Czarnkowsko-Trzcianeckiego;3002;https://wms.czarnkowsko-trzcianecki.pl/czarnkowskotrzcianecki-egib;10-02-2025
PL.PZGiK.31;Starosta Powiatu Żarskiego;0811;https://zary.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.32;Prezydent Miasta Krosna;1861;https://krosno-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.33;Starosta Opolski;1609;https://geodezja.powiatopolski.pl/ggp;01.01.1900
PL.PZGiK.34;Starosta Kluczborski;1604;http://185.108.68.134/kluczbork-egib;01.01.1900
PL.PZGiK.35;Starosta Przemyski;1813;https://powiat-przemysl.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.36;Prezydent Grudziądza;0462;https://geoportal.grudziadz.pl/ggp;01.01.1900
PL.PZGiK.37;Starosta Powiatu Mikołowskiego;2408;https://mapa.mikolowski.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.38;Prezydent Miasta Żory;2479;https://geoportal.zory.pl/usluga/iip/wfs/geodezja;01.01.1900
PL.PZGiK.39;Prezydent Miasta Katowice;2469;https://emapa.katowice.eu/arcgis/services/wms_egib_gugik/MapServer/WFSServer;01.01.1900
PL.PZGiK.41;Starosta Ropczycko-Sędziszowski;1815;https://spropczyce.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.42;Starosta Strzyżowski;1819;https://strzyzowski.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.43;Starosta Powiatu Oleskiego;1608;https://ikerg.powiatoleski.pl/olesno-egib;01.01.1900
PL.PZGiK.44;Starosta Powiatu Stalowowolskiego;1818;https://stalowawola.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.45;Prezydent Miasta Kielce;2661;https://wms.kielce.eu/kielce-egib;01.01.1900
PL.PZGiK.46;Starosta Bieszczadzki;1801;https://bieszczadzki-wms.webewid.pl:4434/iip/ows;01.01.1900
PL.PZGiK.47;Starosta Nakielski;0410;https://nakielski.webewid.pl:62627/iip/ows;01.01.1900
PL.PZGiK.48;Starosta Powiatu Niżańskiego;1812;https://powiat-nisko.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.49;Starosta Powiatu Bydgoskiego;0403;https://mapy.geoportal.gov.pl/wss/ext/PowiatoweBazyEwidencjiGruntow/0403;01.01.1900
PL.PZGiK.50;Prezydent Miasta Bydgoszczy;0461;https://mapy.geoportal.gov.pl/wss/ext/PowiatoweBazyEwidencjiGruntow/0461;01.01.1900
PL.PZGiK.51;Starosta Powiatu Świeckiego;0414;https://wms.csw.pl/iip/ows;01.01.1900
PL.PZGiK.52;Starosta Powiatu Starogardzkiego;2213;https://wms.powiatstarogard.pl/iip/ows;01.01.1900
PL.PZGiK.53;Starosta Głubczycki;1602;https://ikerg.powiatglubczycki.pl/cgi-bin/glubczyce-egib;01.01.1900
PL.PZGiK.54;Starosta Żniński;0419;https://zninski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.55;Starosta Golubsko-Dobrzyński;0405;https://golubsko-dobrzynski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.56;Starosta Powiatu Tarnobrzeskiego;1820;https://tarnobrzeski.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.57;Prezydent Miasta Jelenia Góra;0261;https://geoportal.jeleniagora.pl/ggp;01.01.1900
PL.PZGiK.58;Starosta Tucholski;0416;https://tucholski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.59;Starosta Powiatu Jarocińskiego;3006;https://ikerg.powiat-jarocinski.pl/jarocin-egib;01.01.1900
PL.PZGiK.60;Starosta Radziejowski;0411;https://radziejow.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.61;Starosta Powiatu Średzkiego;3025;https://wms.powiatsredzki.pl/srodawlkp-egib;01.01.1900
PL.PZGiK.62;Prezydent Miasta Rzeszowa;1863;https://osrodek.erzeszow.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.63;Starosta Powiatu Lipnowskiego;0408;https://lipno.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.64;Starosta Powiatu Nowomiejskiego;2812;https://powiat-nowomiejski.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.65;Prezydent Miasta Torunia;0463;https://mtorun-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.66;Starosta Powiatu Jarosławskiego;1804;https://jaroslawski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.67;Starosta Ostrowiecki;2607;https://ostrowiec.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.68;Starosta Powiatu Łańcuckiego;1810;https://lancut.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.69;Starosta Powiatu Starachowickiego;2611;https://starachowice.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.70;Starosta Powiatu Działdowskiego;2803;https://powiatdzialdowski.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.71;Starosta Powiatu Rypińskiego;0412;http://rypin.geoportal2.pl/map/geoportal/wfse.php;01.01.1900
PL.PZGiK.72;Starosta Powiatu Chełmińskiego;0404;https://chelminski.webewid.pl:44316/iip/ows;01.01.1900
PL.PZGiK.73;Starosta Wąbrzeski;0417;https://wabrzezno.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.74;Starosta Powiatu Inowrocławskiego;0407;https://inowroclawski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.75;Starosta Powiatu Nyskiego;1607;https://wms-egib.powiat.nysa.pl/nysa-egib;01.01.1900
PL.PZGiK.76;Starosta Powiatu Pleszewskiego;3020;https://wms.geo.net.pl/pleszew-egib;01.01.1900
PL.PZGiK.77;Starosta Leżajski;1808;https://lezajsk.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.78;Starosta Karkonoski;0206;https://wms.podgik.jgora.pl/jeleniagora-egib;01.01.1900
PL.PZGiK.79;Prezydent Miasta Chorzów;2463;https://e-odgik.chorzow.eu/arcgis/services/wfs/chorzow_egib_publ/MapServer/WFSServer;01.01.1900
PL.PZGiK.80;Starosta Prudnicki;1610;https://ikerg2.powiatprudnicki.pl/prudnik-egib;01.01.1900
PL.PZGiK.81;Starosta Miński;1412;https://wms.epodgik.pl/cgi-bin/minsk;01.01.1900
PL.PZGiK.82;Starosta Poznański;3021;https://ikerg.podgik.poznan.pl/wms-poznanski;01.01.1900
PL.PZGiK.83;Starosta Szczecinecki;3215;https://szczecinecki-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.84;Starosta Mogileński;0409;https://mogilenski.webewid.pl:4444/iip/ows;01.01.1900
PL.PZGiK.85;Starosta Powiatu Nidzickiego;2811;https://powiatnidzicki.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.86;Prezydent Miasta Zielona Góra;0862;https://gis.um.zielona-gora.pl/arcgis/services/zielona_gora_egib/serwer;01.01.1900
PL.PZGiK.87;Starosta Jasielski;1805;https://jasielski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.88;Starosta Powiatu Koneckiego;2605;https://konskie.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.89;Prezydent Miasta Bielska-Białej;2461;https://ikerg.bielsko-biala.pl/bielsko-egib;01.01.1900
PL.PZGiK.90;Starosta Kolbuszowski;1806;https://kolbuszowa.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.91;Starosta Powiatu Rzeszowskiego;1816;https://powiatrzeszowski.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.92;Starosta Lubański;0210;https://iegib.powiatluban.pl/luban-egib;01.01.1900
PL.PZGiK.93;Starosta Powiatu Strzeleckiego;1611;https://mapy.powiatstrzelecki.pl/ggp;01.01.1900
PL.PZGiK.94;Starosta Dąbrowski;1204;https://dabrowski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.95;Starosta Powiatu Grudziądzkiego;0406;https://mapy.geoportal.gov.pl/wss/ext/PowiatoweBazyEwidencjiGruntow/0406;01.01.1900
PL.PZGiK.96;Starosta Powiatu Brodnickiego;0402;https://mapa.brodnica.com.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.97;Prezydent Miasta Kalisza;3061;https://ikerg.um.kalisz.pl/kalisz-egib;01.01.1900
PL.PZGiK.98;Starosta Pruszkowski;1421;https://wms.epodgik.pl/cgi-bin/pruszkow;01.01.1900
PL.PZGiK.99;Prezydent Miasta Lublin;0663;https://gis.lublin.eu/opendata/wfs;01.01.1900
PL.PZGiK.100;Starosta Krośnieński;1807;https://krosnienski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.101;Starosta Powiatu Kartuskiego;2205;https://kartuski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.102;Starosta Powiatu Kętrzyńskiego;2808;https://powiatketrzynski.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.103;Starosta Powiatu Hrubieszowskiego;0604;https://hrubieszow.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.104;Starosta Powiatu Brzeskiego;1202;https://brzesko.geoportal2.pl/map/geoportal/wfs.php;10-02-2025
PL.PZGiK.105;Prezydent Miasta Biała Podlaska;0661;https://bialapodlaska.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.106;Starosta Powiatu Raciborskiego;2411;https://raciborz.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.107;Prezydent Miasta Słupska;2263;https://wms.slupsk.eu/iip/ows;01.01.1900
PL.PZGiK.108;Prezydent Miasta Tychy;2477;https://geowms.umtychy.pl/iip/ows;01.01.1900
PL.PZGiK.109;Starosta Powiatu Wrocławskiego;0223;https://wms.wrosip.pl/iip/ows;01.01.1900
PL.PZGiK.110;Starosta Świdnicki;0219;https://swidnicki-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.111;Prezydent Miasta Przemyśla;1862;https://przemysl.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.112;Prezydent Wrocławia;0264;https://iwms.zgkikm.wroc.pl/wroclaw-egib;01.01.1900
PL.PZGiK.113;Starosta Olkuski;1212;https://olkuski.webewid.pl:4434/iip/ows;01.01.1900
PL.PZGiK.114;Prezydent Miasta Poznania;3064;https://portal.geopoz.poznan.pl/wmsegib;01.01.1900
PL.PZGiK.115;Prezydent Miasta Legnicy;0262;https://wms.legnica.eu/iip/ows;01.01.1900
PL.PZGiK.116;Starosta Wielicki;1219;https://wielicki-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.117;Starosta Łódzki Wschodni;1006;https://lodzkiwschodni.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.118;Starosta Oławski;0215;https://ewid.starostwo.olawa.pl:4444/iip/ows;01.01.1900
PL.PZGiK.119;Starosta Płocki;1419;https://powiat-plock.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.120;Starosta Powiatu Skierniewickiego;1015;https://powiat-skierniewice.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.121;Starosta Powiatu Olsztyńskiego;2814;https://powiatolsztynski.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.122;Starosta Powiatu Bełchatowskiego;1001;http://belchatow.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.123;Starosta Wadowicki;1218;https://wadowicki.webewid.pl:20443/iip/ows;01.01.1900
PL.PZGiK.124;Starosta Ostródzki;2815;https://ostroda.geoportal2.pl/map/geoportal/wfse.php;01.01.1900
PL.PZGiK.125;Starosta Powiatu Giżyckiego;2806;https://wms.epodgik.pl/cgi-bin/gizycko;01.01.1900
PL.PZGiK.126;Starosta Włocławski;0418;https://wloclawek.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.127;Starosta Powiatu Puławskiego;0614;https://pulawy.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.128;Starosta Powiatu Szczycieńskiego;2817;http://szczytno.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.129;Starosta Sławieński;3213;https://slawienski.webewid.pl:4443/iip/ows;01.01.1900
PL.PZGiK.130;Starosta Chodzieski;3001;https://mapy.geoportal.gov.pl/wss/ext/PowiatoweBazyEwidencjiGruntow/3001;01.01.1900
PL.PZGiK.131;Starosta Powiatu Nowosolskiego;0804;https://wms.powiat-nowosolski.pl/nowasol-egib;01.01.1900
PL.PZGiK.132;Starosta Gołdapski;2818;https://powiatgoldap.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.133;Starosta Chrzanowski;1203;https://chrzanowski.webewid.pl:22443/iip/ows;01.01.1900
PL.PZGiK.134;Starosta Powiatu Mrągowskiego;2810;https://wms.epodgik.pl/cgi-bin/mragowo;01.01.1900
PL.PZGiK.135;Starosta Powiatu Zambrowskiego;2014;https://powiatzambrowski.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.136;Starosta Powiatu Iławskiego;2807;https://ilawa.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.137;Starosta Ełcki;2805;https://powiatelk.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.138;Prezydent Miasta Elbląg;2861;https://wms.geodezja.elblag.eu/elblag-wms;01.01.1900
PL.PZGiK.139;Starosta Węgorzewski;2819;https://wms.epodgik.pl/cgi-bin/wegorzewo;01.01.1900
PL.PZGiK.140;Starosta Zgorzelecki;0225;https://iegib.powiat.zgorzelec.pl/zgorzelec-egib;01.01.1900
PL.PZGiK.141;Starosta Lubartowski;0608;https://powiatlubartowski.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.142;Starosta Opatowski;2606;http://opatow.geoportal2.pl/map/geoportal/wfse.php;01.01.1900
PL.PZGiK.143;Starosta Braniewski;2802;https://powiat-braniewo.geoportal2.pl/map/geoportal/wfse.php;01.01.1900
PL.PZGiK.144;Starosta Bieruńsko-Lędziński;2414;https://sbl.webewid.pl:8443/iip/ows;01.01.1900
PL.PZGiK.145;Starosta Powiatu Łobeskiego;3218;https://wms.powiatlobeski.pl/lobez-egib;01.01.1900
PL.PZGiK.146;Starosta Powiatu Goleniowskiego;3204;https://goleniowski.webewid.pl:6443/iip/ows;01.01.1900
PL.PZGiK.147;Starosta Powiatu Sępoleńskiego;0413;https://sepolenski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.148;Starosta Powiatu Bartoszyckiego;2801;https://powiatbartoszyce.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.149;Prezydent Miasta Świętochłowice;2476;https://swietochlowice.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.150;Starosta Powiatu Łęczyńskiego;0610;https://leczna.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.151;Starosta Olecki;2813;https://olecko.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.152;Prezydent Bytomia;2462;https://iwms.um.bytom.pl/bytom-egib;01.01.1900
PL.PZGiK.153;Starosta Wałecki;3217;https://walecki.webewid.pl:4434/iip/ows;01.01.1900
PL.PZGiK.154;Prezydent Miasta Gdyni;2262;https://pc73.miasto.gdynia.pl/iip/ows;01.01.1900
PL.PZGiK.155;Starosta Powiatu Słupskiego;2212;https://wms.powiat.slupsk.pl/iip/ows;01.01.1900
PL.PZGiK.156;Prezydent Miasta Dąbrowa Górnicza;2465;https://geoportal-wms.dg.pl/iip/ows;01.01.1900
PL.PZGiK.157;Prezydent Miasta Chełm;0662;https://wms.epodgik.pl/cgi-bin/mchelm;01.01.1900
PL.PZGiK.158;Starosta Drawski;3203;https://drawski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.159;Starosta Skarżyski;2610;http://skarzysko.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.160;Starosta Łęczycki;1004;https://leczycki.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.161;Starosta Powiatu Lubelskiego;0609;https://powiatlubelski.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.162;Starosta Lidzbarski;2809;https://powiatlidzbarski.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.163;Starosta Powiatu Opolskiego;0612;https://opolelubelskie.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.164;Starosta Powiatu Aleksandrowskiego;0401;https://mapa.aleksandrow.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.165;Starosta Tatrzański;1217;https://tatrzanski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.166;Starosta Powiatu Kędzierzyńsko-Kozielskiego;1603;https://mapy.geoportal.gov.pl/wss/ext/PowiatoweBazyEwidencjiGruntow/1603;01.01.1900
PL.PZGiK.167;Starosta Lwówecki;0212;https://ikerg.powiatlwowecki.pl/lwowekslaski-egib;01.01.1900
PL.PZGiK.168;Starosta Stargardzki;3214;https://ikerg2.powiatstargardzki.eu/stargard-egib;01.01.1900
PL.PZGiK.169;Starosta Białogardzki;3201;https://bialogardzki-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.170;Starosta Sandomierski;2609;https://sandomierz.geoportal2.pl/map/geoportal/wfs.php;01.01.1900
PL.PZGiK.171;Starosta Koszaliński;3209;https://koszalinski-wms.webewid.pl/iip/ows;01.01.1900
PL.PZGiK.172;Starosta Kolski;3009;https://ikerg.starostwokolskie.pl/powiatkolski-egib;01.01.1900
